SortID,,,,,,,,,,,,,,,,,,,
TestSite,,,,,,,,,,,,,,,,,,,
Specification,,20230816_Áp¨È_Flip-Chip_CW,,,,,,,,,,,,,,,,,
Operator,,0,,,,,,,,,,,,,,,,,
EquipmentNo,,1,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
TestNo,PosX,PosY,BIN,Ith,SEf,Kink,Rollover,Rs,V1,V2,V3,P1,P2,P3,Ir,Imax,WP,HW,PCE
147,34,45,0,1.234711046,0.000085,0.173378,10.289143,0.027371,9.999989,10.000019,10.000009,0.002494,0.002293,0.002288,0.245,8.8,0,0,0.005732
148,35,45,0,0.986351493,2.473371,0.050295,47.9893,465.111237,6.288254,7.210589,6.696194,4.247917,6.490238,0.008056,0.308,3.7,943.630005,1.5,22.502453
149,36,45,0,0.979003494,2.363692,0.050969,51.443882,454.953064,6.323564,7.198292,6.486974,4.006563,5.33793,0.006173,0.283,3.5,944.039978,1.91,18.538877
150,37,45,0,0.861598221,1.534703,0.941279,99.900543,62.361492,7.103043,7.377796,5.332952,2.900985,0.011867,0.000694,0.286,2.4,944.940002,3.51,0.040213
151,38,45,0,0.831767768,1.96165,0.99898,99.969536,333.789307,6.658505,4.870102,5.09231,3.417361,0.002715,0.001523,0.257,2.7,944.640015,2.71,0.013935
152,39,45,0,0.839023741,2.051692,0.846783,99.86631,284.491943,7.478324,8.356102,5.040588,3.658431,0.022256,0.00218,0.255,2.4,944.690002,2.89,0.066587
153,40,45,0,0.920388247,2.340091,0.080879,80.547356,443.546661,6.389989,7.223863,6.622285,3.859926,4.523052,0.00581,0.24,3.2,943.98999,2.48,15.653162
154,41,45,0,0.798119275,0.000017,5003.166992,392405.25,-0.001033,10.000004,10.000002,9.999981,-0.000376,-0.000719,-0.000273,0.244,7.5,0,0,-0.001797
155,42,45,0,0.774828871,0.001151,0.260811,36.011818,101.056549,4.712327,5.193589,10.000004,0.002415,0.002092,0.004922,95.206001,4.6,0,0,0.010068
156,43,45,0,0.874196918,1.320943,0.944958,99.957504,206.319427,7.324389,7.946059,10.000008,2.760872,0.007708,0.002646,0.267,2.3,944.359985,1.43,0.024251
157,44,45,0,0.871033681,0.000389,4267.407227,130.068863,0.029953,9.999993,10.000018,9.999965,-0.0004,-0.000493,-0.000233,0.385,9.5,0,0,-0.001233
158,45,45,0,0.351675284,0.00172,0.126027,25.965841,464.069061,4.268487,5.2032,5.043002,0.005466,0.00606,0.003593,141.220993,4.5,0,0,0.029116
159,46,45,0,0.689108501,2.195707,0.998358,99.940651,404.209686,6.453425,5.082037,5.093794,3.743843,0.006398,0.001631,0.236,3.2,944.190002,2.85,0.031475
160,47,45,0,0.639367886,2.389266,0.050324,48.722549,419.943756,6.204559,7.041707,5.02916,4.146809,6.400971,0.002332,0.366,3.8,943.419983,1.94,22.72521
161,48,45,0,0.798803529,0.000243,3727.850098,125.671906,-0.007746,10.000002,9.999956,10.000006,-0.000327,-0.000582,-0.000748,0.188,8.3,0,0,-0.001454
162,49,45,0,0.989850434,0.004645,0.045144,28.602964,373.550781,4.630157,5.354524,5.22429,0.013197,0.017685,0.006369,0.29,3.9,0,0,0.08257
163,50,45,0,0.922944288,0.000175,6180.382812,165.801376,-0.016526,9.999992,10.000037,9.999997,-0.000346,-0.000557,-0.000547,0.176,0,0,0,-0.001393
164,51,45,0,0.986465502,-0.00013,5689.876465,1503402.625,-0.024789,10.00001,10.000007,9.999987,-0.000562,0.000164,-0.000307,0.287,4,0,0,0.00041
165,52,45,0,0.746195283,0.00445,0.125262,41.441383,422.331726,5.071035,5.830502,4.740887,0.01301,0.015301,0.002793,0.261,3.6,0,0,0.065607
166,53,45,0,0.367017215,2.216957,0.065043,99.930412,427.223358,6.30409,7.120184,5.104928,3.972321,5.340903,0.002087,0.23,3.6,943.719971,2.56,18.752684
167,54,45,0,0.924777117,2.218213,0.084237,61.291363,430.477386,6.52893,7.323828,6.841722,3.871266,4.036023,0.004642,0.267,3.3,944.01001,2.43,13.777026
168,55,45,0,0.804152402,2.429697,0.0655,27.984837,391.721893,6.029081,6.821173,5.055439,4.143895,7.462633,0.003813,0.273,4.3,943.02002,2.44,27.35099
169,56,45,0,0.773849561,2.058682,0.31114,99.745415,312.032623,6.718819,7.097751,5.271737,3.556263,1.354114,0.001263,0.27,2.8,944.280029,2.88,4.769518
170,57,45,0,1.300042308,1.953054,0.95426,99.804848,245.907394,6.899394,7.318893,5.203325,3.53241,0.032626,0.001169,0.431,2.7,944.619995,3.07,0.111443
171,58,45,0,1.032079979,2.46402,0.053693,31.162724,415.90683,6.086268,6.926387,6.304843,4.204007,7.296788,0.010156,0.221,4.2,943.01001,1.92,26.33692
172,59,45,0,1.260599742,-0.000044,5689.876465,42.229729,0.017042,9.999997,10.000009,9.999991,-0.000327,-0.000434,-0.000797,0.21,2.5,0,0,-0.001086
173,60,45,0,1.223466232,0.001346,0.19702,59.735596,571.123962,4.266603,5.519711,4.857938,0.004068,0.004152,0.002489,51.786999,3.9,0,0,0.018804
174,61,45,0,0.226947579,2.338239,0.058068,26.147114,385.119324,5.980646,6.764369,5.486278,3.902369,7.055071,0.005133,0.211,4.3,942.950012,2.42,26.074385
175,62,45,0,0.395496212,2.373565,0.054818,32.029259,399.595886,6.049191,6.853213,5.102332,4.023255,7.011911,0.002984,0.243,4.1,942.890015,2.19,25.57892
176,63,45,0,1.736908295,2.07226,0.998978,99.971916,387.383881,6.50373,5.056028,4.937603,3.742283,0.004206,0.001684,0.26,3.2,944.01001,3.02,0.020795
177,64,45,0,1.119817634,1.963735,0.946924,99.786568,234.001617,6.808652,7.124938,5.229101,3.521574,0.051672,0.001091,0.265,2.7,944.429993,3.41,0.181307
178,65,45,0,1.079817007,2.489064,0.065184,18.882236,353.08313,5.890831,6.606545,6.078585,4.160077,8.020888,0.061183,0.259,4.8,942.47998,1.54,30.352055
179,66,45,0,0.644337083,0.000813,0.451381,91.252708,342.252563,7.167927,7.889166,5.532068,0.002572,0.000762,-0.000366,0.237,2.3,0,0,0.002416
180,67,45,0,0.765747583,2.350626,0.050979,44.09713,400.741852,6.142074,6.942575,6.320755,3.968406,6.288679,0.007973,0.231,3.8,943.210022,2.43,22.64534
181,68,45,0,1.227619442,1.029036,0.102062,48.943848,308.263733,5.822359,6.446702,6.152291,1.133391,1.954965,0.008772,0.245,4.2,944.02002,1.32,7.58126
182,69,45,0,0.696017284,2.429678,0.061516,26.596453,374.082184,5.985248,6.748805,5.026103,4.058321,7.2437,0.003887,986.419006,4.4,942.619995,1.85,26.833271
183,70,45,0,0.011180163,2.401105,0.056302,24.911861,370.602478,5.935914,6.694571,5.05147,4.094197,7.388282,0.003519,0.244,4.3,942.77002,2.57,27.59057
184,71,45,0,0.810843536,2.473151,0.062099,22.539221,366.382233,5.907149,6.653371,5.468717,4.124721,7.631539,0.006001,0.25,4.6,942.780029,2.25,28.675461
185,72,45,0,1.94160923,0.000993,0.226517,46.29258,334.605774,6.070108,6.749147,6.818869,0.00245,0.003058,0.000963,0.215,2.8,0,0,0.011327
186,73,45,0,0.876111097,2.37324,0.050517,34.837494,396.89859,6.046576,6.845044,6.338082,4.030446,6.774889,0.008763,0.236,4.2,943,2.74,24.743773
187,74,45,0,0.701634988,2.372818,0.063863,30.540415,400.78421,6.023996,6.833643,5.03164,3.974302,7.057862,0.003529,0.255,4.1,943.059998,2.25,25.820274
188,75,45,0,0.806618843,2.338932,0.065181,31.606955,407.925385,6.043168,6.869233,6.370974,3.919856,6.905967,0.009577,0.22,4,943.25,2.44,25.13369
189,76,45,0,0.865008687,2.342719,0.061926,31.625854,401.902802,6.021479,6.832095,6.335974,3.930735,6.912951,0.009758,0.248,4.1,943.25,2.7,25.295872
190,77,45,0,0.641585273,-0.00022,5738.927246,1086472.125,-0.010329,10.000014,9.999996,10.000013,-0.00066,-0.000474,-0.000405,0.195,7.3,0,0,-0.001184
191,78,45,0,0.357067369,2.540431,0.061832,11.754932,297.013306,5.359277,5.957943,6.307823,4.158831,8.395709,0.023855,0.273,6,942.349976,1.34,35.229057
192,79,45,0,0.55764876,1.930539,0.052936,42.990871,423.463745,6.139887,6.985265,6.317836,3.278847,5.142164,0.008194,0.238,3.8,943.609985,1.65,18.40361
193,80,45,0,1.490160063,1.753064,0.172474,99.780548,256.274719,6.831568,7.208313,5.210994,3.255063,1.780119,0.001253,0.252,2.7,945.049988,3.49,6.173841
194,81,45,0,1.130768294,2.365845,0.05346,37.591373,416.203766,6.073879,6.912623,5.016134,3.937583,6.650511,0.002945,0.285,3.9,943.440002,1.83,24.052052
195,82,45,0,0.274275321,2.322273,0.049261,99.941574,428.808777,6.274784,7.097305,5.040223,4.020375,5.306984,0.001699,0.236,3.6,944.130005,2.63,18.693659
196,83,45,0,0.137598104,2.518319,0.065875,21.000505,358.00058,5.869683,6.599786,5.250802,4.287873,8.00739,0.006148,0.241,4.6,943.330017,2.04,30.332003
197,84,45,0,0.685107434,2.242193,0.049925,44.11256,427.032257,6.126897,6.971275,6.418991,3.767034,5.908679,0.007791,0.224,3.9,943.72998,2.13,21.189375
198,85,45,0,0.969142823,2.455543,0.057755,23.106138,387.09726,5.937129,6.719673,4.985507,4.099779,7.586898,0.004113,0.286,4.5,943.450012,1.85,28.226442
199,86,45,0,0.244792162,2.197889,0.059295,38.001087,417.040375,6.101157,6.930589,6.364822,3.876922,6.558291,0.008243,0.243,4,944.049988,2.11,23.657047
200,87,45,0,0.894538968,2.426037,0.066043,25.635086,382.356445,5.962374,6.739821,5.651085,3.994256,7.357282,0.006128,0.29,4.4,943.469971,1.83,27.290344
201,88,45,0,1.007311011,2.165171,0.086618,99.967102,413.584961,6.446111,7.223535,4.972825,3.63675,3.931393,0.001542,0.251,3.1,944.47998,2.43,13.606194
202,89,45,0,1.327474512,2.463595,0.067256,16.320892,352.777924,5.81321,6.531732,5.194592,3.952288,7.915218,0.006918,0.237,4.8,943.119995,1.55,30.29525
203,90,45,0,1.267255137,2.464445,0.05884,20.684473,363.989105,5.866532,6.608553,5.473115,4.107426,7.874904,0.006594,0.236,4.7,943.75,2.14,29.790573
204,91,45,0,1.962648968,1.845485,0.953494,99.820442,216.327835,6.92979,7.376903,5.227108,3.405442,0.027564,0.001199,0.236,2.9,945.76001,2.92,0.093412
205,92,45,0,0.49313151,2.333798,0.058464,42.55526,426.368134,6.131514,6.976525,6.401392,3.97623,6.417849,0.008007,0.232,3.7,944.359985,1.97,22.998014
206,93,45,0,1.102974023,2.551096,0.061835,21.45974,362.421204,5.854063,6.588838,5.404939,4.175631,7.837405,0.006369,0.24,4.6,943.97998,2.42,29.737431
207,94,45,0,1.02499883,0.000044,0.193394,3.960967,-0.024272,10.000009,9.999991,10.000001,0.002822,0.002518,0.003185,17.936001,4.2,0,0,0.006296
208,95,45,0,0.273984278,1.847779,0.06956,25.142267,361.375427,5.939209,6.671408,6.0997,2.560407,5.223608,0.014894,0.289,4.5,943.25,1.37,19.57461
209,96,45,0,1.034405731,1.544679,0.973717,99.879799,183.00882,6.995185,7.364009,5.092093,3.206733,0.015948,0.000865,0.296,2.5,945.530029,1.46,0.054143
210,97,45,0,1.477155408,0.001611,0.002701,1.964737,-0.044413,9.999999,10.000033,9.999995,0.317325,0.317968,0.320273,0.287,9.3,441.820007,556.380005,0.794917
211,98,45,0,0.90758691,0.665648,0.650321,99.094879,252.450043,6.324646,6.864818,6.289579,1.322285,0.032395,0.005412,0.316,1.8,441.579987,552.710022,0.117975
212,99,45,0,0.084334129,0.000102,5444.623047,313.367706,0.009296,10.000025,10.000025,10.00002,-0.00039,-0.000557,-0.000224,0.225,7,0,0,-0.001393
213,100,45,0,1.039681586,2.103075,0.074979,22.502832,305.907257,5.524273,6.146536,6.442376,2.820675,6.05638,0.017194,0.307,4.6,942.900024,1.29,24.633303
214,101,45,0,1.408063571,-0.000217,6523.737305,1025158.75,-0.017042,9.999999,10.000003,9.999967,-0.000596,-0.000341,-0.000537,0.212,7.8,0,0,-0.000853
215,102,45,0,1.379715166,0.006342,0.094105,19.823582,414.877075,5.027761,5.858812,5.240514,0.015227,0.027328,0.005108,0.266,3.4,0,0,0.116611
216,103,45,0,1.598068362,1.879824,0.07006,21.793526,358.093018,5.901508,6.624902,5.008707,2.933673,5.848616,0.004363,0.217,4.4,944.409973,1.51,22.070576
217,104,45,0,0.619130498,1.820165,0.998758,99.959,402.632507,6.421057,4.90379,5.033607,3.167213,0.003745,0.001944,0.217,3,945.929993,1.29,0.01909
218,105,45,0,1.434336965,0.665736,0.940506,99.976456,-2981.980469,7.558423,4.780717,5.000888,2.34147,0.000493,0.001557,0.222,2.2,0,0,0.002576
219,106,45,0,0.176809968,2.50104,0.06001,22.127176,361.543793,5.880028,6.614841,5.485196,4.149222,7.675827,0.006953,0.226,4.5,944.77002,1.8,29.009867
220,107,45,0,1.136450575,1.88525,0.083753,21.580643,330.244537,5.845733,6.5165,6.011238,2.613887,5.528889,0.445647,0.218,4.6,944.669983,1.62,21.211115
221,108,45,0,0.881776685,1.866285,0.071804,28.092049,355.065704,5.905573,6.625366,5.483777,3.191669,5.735961,0.005962,0.235,4.2,945.130005,1.49,21.643942
222,109,45,0,0.74452799,1.282931,0.057757,36.198891,335.415039,5.978018,6.666229,6.055779,1.859444,3.150511,0.014349,0.177,4.1,943.719971,1.32,11.815193
223,110,45,0,1.04335155,2.05403,0.13231,78.215096,298.306946,6.701949,7.018253,5.112588,3.693007,3.045415,0.001503,0.264,2.8,946.969971,3.31,10.848196
224,111,45,0,1.333470609,2.022755,0.957262,99.861366,205.778717,7.032297,7.614911,4.764064,3.561153,0.020363,0.001738,0.234,2.6,947.219971,1.64,0.066852
225,112,45,0,0.876893157,2.427464,0.050252,44.380325,422.445343,6.103003,6.941397,6.392026,4.075822,6.400019,0.00813,0.242,3.8,945.650024,2.2,23.050186
226,113,45,0,0.56439825,2.451102,0.052008,38.104084,414.232025,6.053694,6.885494,6.361958,4.063442,6.660895,0.00939,0.274,4,945.590027,2.32,24.184521
227,114,45,0,0.69403867,2.614389,0.054364,21.039854,363.286224,5.867808,6.60485,5.415455,4.312497,8.11768,0.007046,0.262,4.7,945.340027,2.03,30.726206
228,115,45,0,1.582360606,1.37721,0.977236,99.98735,256.982758,7.241936,7.937391,4.929146,3.106763,0.008983,0.001194,0.209,2.4,946.97998,1.43,0.028294
229,116,45,0,0.367236667,0.837871,0.953426,99.199615,332.309204,6.381792,6.699289,5.020454,1.041048,0.033773,0.00193,0.204,3.4,442.23999,1.38,0.126034
230,117,45,0,1.10515914,2.305427,0.094512,99.970818,422.087982,6.420896,7.204304,4.944495,3.854001,3.946613,0.001532,999.95697,3.2,946.799988,2.57,13.695331
231,118,45,0,0.966351999,2.630602,0.057055,20.963594,352.214478,5.833537,6.550641,4.934795,4.288776,8.186557,0.005363,0.217,4.8,945.380005,2.17,31.243343
232,119,45,0,1.322642797,1.697103,0.935917,99.873077,156.11882,7.069491,7.594593,5.228679,3.107543,0.016728,0.001248,0.198,2.6,947.380005,3.74,0.055067
233,120,45,0,1.389708924,1.283621,0.975606,99.990822,497.121613,7.390858,4.719221,4.818846,2.889459,0.000645,0.001277,0.204,2.6,946.51001,3.38,0.003415
234,121,45,0,1.466533287,2.497093,0.066644,21.216209,377.274261,5.915112,6.681493,4.957684,4.147917,7.900111,0.003867,0.211,4.4,945.650024,1.78,29.559675
235,122,45,0,1.574117375,-0.000148,5297.471191,345807.125,-0.003615,10.000006,10.000001,9.999981,-0.000459,-0.000533,-0.000395,0.167,8.1,0,0,-0.001331
236,123,45,0,0.716341336,0.004263,0.059313,35.460918,437.91861,4.955326,5.819778,4.399301,0.012819,0.016257,0.002558,0.267,3.9,0,0,0.069837
237,124,45,0,1.338962195,2.47297,0.053937,54.453011,475.447052,6.355379,7.263106,6.695658,4.082228,5.692522,0.006418,0.197,3.5,946.48999,2.35,19.593966
238,125,45,0,1.088340796,2.608405,0.058308,22.796717,367.433685,5.911994,6.658745,5.252555,4.29787,8.091673,0.00553,0.219,4.5,945.669983,1.74,30.379875
239,126,45,0,0.777355141,2.515613,0.058834,34.278477,396.016022,6.017746,6.814861,6.314884,4.254391,7.293791,0.009969,1000,4,945.919983,2,26.756931
240,128,46,0,1.16925242,2.619968,0.054091,18.828533,360.838348,5.869986,6.596893,6.072808,4.439391,8.459342,0.020407,0.2,4.8,945.599976,2.05,32.058052
241,127,46,0,1.35747359,2.179249,0.58717,99.764122,307.614563,6.709947,7.09469,5.056418,3.577831,0.580051,0.00215,0.237,3,947.299988,1.34,2.04396
242,126,46,0,1.649308872,2.540824,0.052596,38.384911,410.474487,6.070643,6.892776,4.931173,4.163741,6.950951,0.002975,0.231,3.9,946.130005,2.19,25.211002
243,125,46,0,0.986652768,2.640424,0.065691,14.4838,333.862122,5.767532,6.446919,5.259333,4.271039,8.606436,0.009587,0.231,5.3,945.359985,1.98,33.374218
244,124,46,0,1.485326054,2.512311,0.054805,33.108227,407.713135,6.053387,6.875898,4.911275,4.172197,7.237819,0.003234,0.219,3.9,946.02002,1.7,26.315905
245,123,46,0,0.306942623,2.415439,0.057533,31.742304,389.432556,6.011059,6.800886,6.308021,3.908427,6.929595,0.009665,0.215,4.2,945.919983,1.79,25.473133
246,122,46,0,1.234301691,2.46827,0.065677,26.522636,493.909424,6.202355,7.202782,9.999984,4.102182,7.523372,-0.000508,0.247,4.2,945.890015,2.61,26.11273
247,121,46,0,0.400606927,0.001104,0.174426,24.342285,374.003174,4.178086,5.03753,5.050478,0.005143,0.006124,0.003097,551.218018,3.7,0,0,0.03039
248,120,46,0,0.519971473,2.564613,0.057743,18.648291,360.494934,5.840582,6.567196,5.122169,4.295672,8.234906,0.005903,0.221,4.8,945.580017,2.13,31.348637
249,119,46,0,1.498725109,2.515318,0.053955,44.595741,439.963684,6.160698,7.031234,6.278467,4.211084,6.641211,0.008091,0.203,3.9,946.200012,2.31,23.613249
250,118,46,0,1.506736928,2.234768,0.903325,99.820526,309.427765,6.920633,7.512218,4.938488,3.876873,0.031963,0.002386,0.243,2.6,947.469971,2.64,0.106372
251,117,46,0,0.382084158,2.657601,0.061503,14.11725,337.126465,5.765448,6.449513,6.104621,4.337204,8.682008,5.928475,0.22,5.3,945.179993,1.59,33.653732
252,116,46,0,1.218029187,2.510345,0.054483,36.909672,405.818878,6.050272,6.866367,6.337367,4.162946,7.075417,0.008846,0.224,3.8,945.830017,2.12,25.761137
253,115,46,0,0.469375275,2.65971,0.060579,15.591248,356.294281,5.786638,6.509546,6.144515,4.308327,8.560529,0.492942,0.249,5.1,945.190002,1.77,32.876827
254,114,46,0,1.311406683,1.976721,0.063449,23.007153,340.14502,5.86739,6.560533,5.169403,2.841364,5.714271,0.005486,0.262,4.5,945.359985,1.95,21.775179
255,113,46,0,1.089616477,1.59472,0.079508,30.590443,359.600983,5.949349,6.675817,4.986213,2.48326,4.675496,0.004216,0.243,4,945.390015,1.47,17.509077
256,112,46,0,0.624237042,2.512168,0.053924,36.591034,405.223938,6.034629,6.849773,6.328228,4.092225,7.000154,0.009228,0.241,4.1,945.460022,1.95,25.548853
257,111,46,0,1.316527369,2.53531,0.050702,34.091717,417.376068,6.066732,6.905386,6.347338,4.272633,7.368873,0.009528,0.278,4.2,945.340027,1.8,26.677988
258,110,46,0,1.296740419,1.839072,0.119972,87.439255,220.086929,6.807366,7.036604,4.973349,3.555429,2.410023,0.0014,0.264,2.7,947.090027,3.37,8.562449
259,109,46,0,1.474148298,1.182977,0.168932,80.888245,352.378204,6.127059,6.789908,6.319135,1.987844,1.194567,0.008243,0.212,2.5,945.969971,1.36,4.398318
260,108,46,0,0.311037919,2.670268,0.064217,17.784088,340.969238,5.835876,6.534415,6.101254,4.385455,8.470619,5.129386,0.251,5,944.890015,1.83,32.407719
261,107,46,0,1.542391662,0.013854,0.035573,57.001953,258.359039,5.940235,6.469711,5.991456,0.038463,0.036015,0.013265,0.268,2.8,0,0,0.139168
262,106,46,0,0.641779712,2.579023,0.065752,13.707826,331.687439,5.739463,6.41427,6.152487,4.257428,8.584279,6.227268,0.25,5.3,944.469971,1.55,33.457741
263,105,46,0,1.019438905,1.750138,0.111563,65.657417,413.909271,6.512659,7.088899,6.816315,2.89479,3.232151,0.004294,0.233,3.1,946.200012,1.42,11.398636
264,104,46,0,1.208307679,1.894574,0.068583,26.752815,355.203583,6.03219,6.75298,5.284624,2.730073,5.505267,0.004068,0.239,4.9,944.190002,1.36,20.380878
265,103,46,0,0.850750991,1.619109,0.080138,11.126937,330.287384,5.805672,6.47501,6.047526,2.252688,5.177603,0.289808,0.244,4.8,944.059998,3.11,19.990715
266,102,46,0,0.298236052,1.743473,0.08771,24.118,366.173065,5.949902,6.693793,4.969094,2.74732,5.371118,0.003597,0.274,4.3,944.780029,1.33,20.06007
267,101,46,0,1.053009152,1.414802,0.456063,99.536957,344.361145,6.40125,6.802783,5.113312,2.151644,0.628385,0.001434,0.249,3.1,944.75,1.33,2.309294
268,100,46,0,0.670663452,2.596903,0.063834,17.977221,343.039581,5.782906,6.48138,5.236149,4.218731,8.168796,0.00707,0.282,5,944.169983,2.04,31.508703
269,99,46,0,0.69542319,1.460268,0.052902,98.073326,362.854492,5.960624,6.686766,6.057827,2.350436,3.113365,0.012485,0.27,3.5,944.640015,1.41,11.640026
270,98,46,0,1.560235865,1.962736,0.076845,18.44228,339.410645,5.818491,6.510722,5.97576,3.068356,6.232673,0.024537,0.319,4.4,944.049988,2.1,23.932343
271,97,46,0,1.359379451,2.495393,0.060161,25.508062,389.770294,5.942696,6.732999,4.988245,4.167954,7.639613,0.003823,0.313,4.4,944.369995,2.14,28.366306
272,96,46,0,1.147924389,2.647719,0.065645,17.623295,334.780853,5.812854,6.495975,6.090813,4.39187,8.526905,5.47819,0.265,4.9,944.039978,2.01,32.816109
273,95,46,0,0.277535234,-0.000295,5935.129395,61313.32422,-0.00723,9.999977,9.999983,9.999977,-0.000444,-0.000439,-0.000381,0.229,2.3,0,0,-0.001098
274,94,46,0,0.452174029,0.00465,0.049601,30.471643,392.910187,5.179928,5.976128,5.476743,0.014153,0.019583,0.003298,0.291,4.1,0,0,0.081922
275,93,46,0,1.408699733,2.518018,0.062204,15.701331,340.876282,5.791703,6.489721,5.198583,4.103816,8.12514,0.00734,0.226,5,943.619995,1.7,31.300037
276,92,46,0,1.047672835,2.327503,0.059277,31.499084,408.555969,6.028294,6.847575,4.978732,3.942777,6.868561,0.003097,0.243,4.2,944.169983,2.02,25.076616
277,91,46,0,0.900829824,2.472706,0.052665,21.232847,364.888702,5.857615,6.597747,5.128322,3.983725,7.567459,0.005,0.256,4.6,943.77002,2.17,28.674406
278,90,46,0,1.300411943,2.116227,0.055322,82.828117,395.746429,6.488952,7.24421,5.119479,3.632159,3.889749,0.001577,0.242,3.4,944.960022,2.68,13.423646
279,89,46,0,0.882179757,2.128167,0.052381,63.286644,421.751251,6.193323,7.009438,6.432124,3.529835,4.999549,0.006065,0.246,3.5,944.47998,2,17.831491
280,88,46,0,0.239640237,1.19362,0.88006,99.551987,325.611633,6.032918,6.70978,6.572791,1.096103,0.02155,0.004917,0.269,2.3,442.350006,551.890015,0.080293
281,87,46,0,0.456633324,-0.000148,6523.737305,382595.125,-0.018075,9.99999,10.000044,9.999982,-0.000371,-0.000508,-0.000395,0.257,0.8,0,0,-0.00127
282,86,46,0,0.153033245,0.006023,17.592089,4058.337646,393.692078,4.690581,5.488272,5.303374,0.016562,1.505332,0.00758,0.305,3.9,441.480011,512.419983,6.857042
283,85,46,0,1.127572804,2.5214,0.081649,21.607441,371.559967,5.900348,6.65399,5.502489,4.280942,8.001136,0.006452,0.271,4.5,943.440002,2.15,30.061419
284,84,46,0,0.194834005,2.414515,0.062679,25.110659,377.431763,5.919705,6.688418,5.024627,3.981983,7.327332,0.003754,0.224,4.5,943.400024,1.9,27.388134
285,83,46,0,1.140156247,2.541818,0.065976,18.881886,350.736969,5.836606,6.554575,5.215937,4.142644,7.968502,0.006315,0.245,4.9,943.179993,1.93,30.392899
286,82,46,0,1.2653671,2.426015,0.068906,20.242949,367.296814,5.857542,6.604377,5.455015,3.985142,7.657702,0.006693,0.246,4.5,943.159973,1.71,28.987223
287,81,46,0,1.359617615,2.171659,0.051303,48.749611,442.780792,6.309718,7.156548,6.421815,3.829637,5.300583,0.006099,0.233,3.6,943.97998,2.29,18.51655
288,80,46,0,0.166440151,2.401352,0.075948,13.919917,330.832214,5.741927,6.411469,6.103148,4.011267,8.004873,5.809513,0.279,5.3,942.690002,1.68,31.2131
289,79,46,0,1.123914441,2.354749,0.050964,26.080563,375.770416,5.982678,6.741062,5.623854,4.004149,7.126391,0.005491,0.247,5.2,943.22998,1.99,26.429037
290,78,46,0,0.441473295,2.531187,0.058509,16.767109,332.859222,5.779667,6.460067,6.111065,4.189139,8.125366,5.495373,0.216,5,942.820007,1.73,31.44459
291,77,46,0,1.344182464,2.51924,0.054632,23.318178,362.250793,5.88591,6.62333,5.246399,4.190611,7.777112,0.006187,0.25,4.6,943.049988,2.18,29.354992
292,76,46,0,1.159579247,2.562376,0.057259,23.046232,358.99884,5.86819,6.600568,5.412751,4.213655,7.781384,0.00631,0.215,4.7,942.859985,1.8,29.472401
293,75,46,0,0.337316365,2.26294,0.050252,51.808582,432.921112,6.197256,7.044164,6.465964,3.992191,5.931723,0.007438,0.215,3.8,943.51001,2.31,21.051907
294,74,46,0,1.102387462,1.687274,0.936039,99.868927,203.838501,7.102927,7.667419,4.953079,3.324239,0.018887,0.001483,0.275,2.5,944.330017,1.57,0.061581
295,73,46,0,0.843882034,2.408522,0.051472,48.340252,466.779816,6.309639,7.221331,6.597824,4.092191,5.903523,0.007227,0.263,3.6,943.5,1.69,20.437796
296,72,46,0,1.735867384,0.00086,0.088785,53.219437,127.52565,6.376905,6.634251,6.223557,0.003465,0.003318,0.000787,0.24,2.3,0,0,0.012503
297,71,46,0,1.166878488,0.001282,0.078147,53.705574,213.230286,6.333349,6.775172,5.298665,0.00786,0.005932,0.000586,0.281,2.4,0,0,0.02189
298,70,46,0,1.50013664,2.543104,0.053928,21.790388,362.339111,5.874122,6.611246,4.996763,4.22062,7.890438,0.005103,0.268,4.6,942.840027,2.41,29.837185
299,69,46,0,1.319501887,2.508308,0.05491,33.442459,411.669525,6.083865,6.916414,5.036476,4.248152,7.247153,0.003338,0.236,4.1,942.97998,1.53,26.195486
300,68,46,0,1.009571761,2.470951,0.051499,27.281883,383.524078,5.966088,6.749229,5.075644,4.220031,7.475661,0.003808,0.227,4.4,942.919983,2.2,27.690794
301,67,46,0,0.747663789,2.355578,0.07577,20.740948,338.286377,6.03593,6.729911,6.017225,3.778443,7.410738,0.013408,0.224,4.5,942.73999,2.22,27.529104
302,66,46,0,0.879562589,0.005157,0.052324,57.334599,282.531067,6.003792,6.582102,6.159896,0.011745,0.011838,0.003867,0.332,2.6,0,0,0.044963
303,65,46,0,1.662373383,2.366581,0.058324,45.626099,437.232788,6.216267,7.080273,5.056559,3.881513,5.658275,0.002121,0.296,3.6,943.109985,1.8,19.979015
