SortID,,,,,,,,,,,,,,,,,,,
TestSite,,,,,,,,,,,,,,,,,,,
Specification,,20230816_Áp¨È_Flip-Chip_CW,,,,,,,,,,,,,,,,,
Operator,,0,,,,,,,,,,,,,,,,,
EquipmentNo,,1,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
a,,,,,,,,,,,,,,,,,,,
TestNo,PosX,PosY,BIN,Ith,SEf,Kink,Rollover,Rs,V1,V2,V3,P1,P2,P3,Ir,Imax,WP,HW,PCE
12510,71,177,0,1.504872317,0.000345,5591.774902,115.983803,0.004131,9.999962,9.99999,9.99996,0.000203,-0.000121,-0.000454,0.177,2,0,0,-0.000301
12511,72,177,0,1.190427685,1.796547,0.068808,43.380951,324.608215,5.711406,6.398337,6.553343,2.313319,3.868554,0.010018,0.255,4.3,944.289978,1.32,15.115466
12512,73,177,0,0.141633667,2.608376,0.060215,22.009531,328.652893,5.989159,6.659874,6.037324,4.44018,8.281872,5.545748,0.216,5.4,945.609985,2.04,31.088694
12513,74,177,0,0.561852724,2.646436,0.060275,21.512642,328.622925,5.989501,6.659661,6.039557,4.491193,8.303871,5.519001,0.257,5.4,945.679993,2.08,31.172274
12514,75,177,0,0.602722223,2.660553,0.056562,21.795925,327.124268,5.995762,6.666899,6.031952,4.524734,8.36572,5.438263,0.24,5.3,945.650024,2.11,31.370356
12515,76,177,0,1.77048681,0.005347,0.09613,38.991112,415.923859,4.919176,5.788903,4.7778,0.008164,0.013741,0.003166,999.999023,3.8,0,0,0.059343
12516,77,177,0,0.819720249,2.635217,0.05194,23.252596,330.299255,5.984059,6.654508,6.036844,4.470813,8.194548,4.861639,0.184,5.3,945.640015,2.16,30.785698
12517,78,177,0,1.234264773,2.620139,0.053688,23.910326,327.956238,6.018029,6.684271,6.03089,4.486985,8.138021,4.759113,0.193,5.3,945.679993,2.12,30.437204
12518,79,177,0,1.042391163,2.584241,0.058507,24.844801,333.882263,6.069404,6.749012,6.046478,4.434643,7.991316,4.380672,0.277,5.1,945.940002,2.62,29.601801
12519,80,177,0,1.503589572,2.60162,0.052307,24.594877,329.178101,6.035868,6.706699,6.034825,4.457088,8.047327,4.4689,0.263,5.2,945.77002,2.13,29.997347
12520,81,177,0,0.060114354,0.000338,4757.914062,142.820709,-0.011361,10.000021,9.999971,10.000043,0.000115,-0.00016,0.000071,0.565,3.4,0,0,-0.0004
12521,82,177,0,0.95005156,0.00355,0.055838,27.6388,391.083588,4.671258,5.456428,5.176062,0.012122,0.014384,0.004789,0.264,3.7,0,0,0.065903
12522,83,177,0,1.102697067,2.352759,0.050051,56.133686,330.041565,6.285108,6.952443,6.144086,4.390433,6.684391,0.007252,0.217,3.7,946.460022,2.73,24.036121
12523,84,177,0,0.99600021,2.361581,0.05269,60.166988,332.163055,6.319623,6.981867,6.192557,4.373947,6.587368,0.007257,0.234,3.7,946.52002,2.98,23.587416
12524,85,177,0,0.613234872,2.498458,0.051917,34.804268,329.401703,6.180392,6.850483,4.833142,4.422022,7.469893,0.004117,0.235,4.7,946.099976,2.74,27.260458
12525,86,177,0,1.282072739,0.002289,2.082076,90.128586,334.111053,4.706638,4.70253,3.640943,0.00294,0.002891,-0.000032,1000.002014,3.5,0,0,0.01537
12526,87,177,0,0.713175117,2.528901,0.054175,30.18759,330.118011,6.14699,6.81635,4.85986,4.427408,7.728586,0.004274,0.226,4.8,945.969971,2.73,28.345764
12527,88,177,0,1.203412541,2.496341,0.053728,28.32686,328.60434,6.070998,6.744175,4.872571,4.286912,7.56743,0.005138,0.177,5,945.880005,2.26,28.051723
12528,89,177,0,1.196021554,0.000201,4414.559082,100.571877,0.023239,9.999997,10.000008,9.999993,0.000056,-0.000228,-0.000425,0.129,5.7,0,0,-0.000571
12529,90,177,0,0.57491817,0.002941,0.044699,43.223812,384.555908,4.809468,5.588797,5.192784,0.011588,0.011681,0.004578,0.217,2.8,0,0,0.052252
12530,91,177,0,1.752493662,0.002651,0.574559,64.033279,-384.344696,4.64829,4.651498,5.068332,0.005545,0.004583,0.00449,999.997986,3.3,0,0,0.024634
12531,92,177,0,1.806429423,2.427794,0.053573,22.654465,321.4776,6.227256,6.880902,5.100918,4.297674,6.964366,0.005197,0.17,4.5,945.820007,2.47,25.303246
12532,93,177,0,1.254388977,2.283013,0.050706,64.880112,317.516083,6.363235,6.988953,6.140323,4.222773,6.017963,0.006477,0.168,3.6,946.059998,2.68,21.526701
12533,94,177,0,1.024324848,2.405751,0.052067,19.750381,313.081482,6.23324,6.870009,4.854376,4.276062,6.927711,0.004073,0.204,4.5,945.710022,2.49,25.209976
12534,95,177,0,0.657560492,2.466124,0.049546,36.93364,325.549652,6.264712,6.923799,6.103527,4.346646,6.67072,0.007728,0.179,4.4,945.809998,2.49,24.086199
12535,96,177,0,0.566915243,0.005285,0.127601,39.299271,432.49353,4.775746,5.674998,5.282809,0.006266,0.012206,0.004824,999.981018,3.8,0,0,0.05377
12536,97,177,0,1.612119215,2.475691,0.046145,32.258434,314.712372,6.293663,6.924128,5.007731,4.420477,6.663495,0.003514,0.165,4.4,945.609985,2.76,24.058968
12537,98,177,0,0.768707454,0.000301,6670.889648,200.209366,0.019108,9.999997,9.999999,9.999982,-0.000214,-0.00042,-0.000415,0.188,3.5,0,0,-0.001049
12538,99,177,0,0.706402254,0.003886,0.063959,39.243038,505.382965,4.653314,5.543627,5.249543,0.01198,0.013702,0.004534,0.251,6.5,0,0,0.061791
12539,100,177,0,1.150389375,0.000429,0.727853,88.012733,-937.671448,7.284859,9.999981,10.00001,0.010146,0.001449,0.001194,0.194,1.4,0,0,0.003623
12540,101,177,0,0.724307215,0.001367,0.182655,27.586607,488.377441,4.964252,5.948683,5.37925,0.002533,0.004407,0.001616,999.994019,4.1,0,0,0.01852
12541,102,177,0,1.683056219,2.492836,0.046844,24.52343,305.13208,6.260684,6.875488,4.834125,4.449245,6.705879,0.004245,0.207,4.4,944.690002,2.78,24.383286
12542,103,177,0,0.891286566,2.438442,0.048219,23.690998,306.061676,6.266868,6.882383,4.940679,4.42678,6.639612,0.004294,0.175,4.4,944.549988,2.77,24.118143
12543,104,177,0,1.418314964,2.272047,0.057244,43.74255,313.816895,6.174983,6.813597,5.33634,4.147495,6.504325,0.005815,0.194,4.6,944.080017,2.71,23.865242
12544,105,177,0,0.976871078,2.130825,0.060423,41.473591,311.874603,6.164306,6.799315,4.941723,3.891637,6.201487,0.004348,0.186,4.6,943.719971,2.39,22.80188
12545,106,177,0,0.878049008,0.000006,3629.748779,593512.9375,19.088799,0.038412,0.076628,0.152655,-0.000336,-0.000081,-0.000552,1000,5.8,0,0,-0.026533
12546,107,177,0,0.727758483,2.226457,0.216983,73.665695,292.109802,6.412627,6.478202,6.142529,4.216294,4.363504,0.006143,0.206,3.5,943.700012,2.69,16.83918
12547,108,177,0,1.319392885,2.344507,0.05152,28.231894,297.088684,6.291925,6.891895,4.823075,4.353214,6.358081,0.004019,0.246,4.3,943.080017,2.88,23.063618
12548,109,177,0,0.469332587,2.173702,0.351739,99.7873,257.174866,6.546638,6.566101,6.300918,4.256623,1.761877,0.004897,0.21,3.1,943.380005,2.86,6.708232
12549,110,177,0,1.228578839,2.203817,0.291579,84.230652,282.331726,6.434274,6.495068,6.157576,4.294049,3.656787,0.005976,0.234,3.4,942.619995,2.7,14.075248
12550,111,177,0,0.835628663,0.002682,0.499621,65.320709,-380.592834,4.842862,4.882855,4.99734,0.005721,0.00424,0.002975,1000,3.1,0,0,0.021709
12551,112,177,0,0.699851148,2.081859,0.997798,99.922127,-1788.53418,6.73523,5.231988,4.854436,4.204595,0.00812,0.001915,0.2,2.8,942.559998,3.43,0.0388
12552,113,177,0,0.387716203,2.028507,0.339103,99.809662,-209.202133,6.583311,6.559486,6.301517,4.056006,1.062459,0.004814,0.195,3,941.469971,3.23,4.049322
12553,114,177,0,1.160438252,2.045842,0.998029,99.92337,-1898.516113,6.711588,5.056895,4.646694,4.067175,0.007468,0.001959,0.209,2.7,941.369995,3.16,0.036918
12554,115,177,0,1.016752192,0.000214,5101.268555,115.105713,0.082112,10.000054,9.999982,10.000062,0.000154,0.0001,-0.000425,0.178,7,0,0,0.00025
12555,116,177,0,1.460383981,-0.000065,6867.092285,1356250.75,-0.042347,10.00001,9.999976,9.999988,-0.000577,-0.000238,-0.000047,0.215,8.5,0,0,-0.000596
12556,117,177,0,1.162966313,0.000256,0.15494,5.813742,0.007746,10.000019,9.999952,9.999984,0.002455,0.002543,0.002867,0.323,7.4,0,0,0.006357
12557,118,177,0,1.440045297,-0.000015,0.368658,56.184574,-933.254944,6.894274,5.69786,4.82527,0.010725,0.004358,0.000596,0.28,1.5,0,0,0.01912
12558,119,177,0,0.988620978,0.000818,0.36145,47.881157,352.177307,4.736995,6.288906,9.999982,0.003053,0.003862,0.000507,0.287,3.7,0,0,0.015354
12559,120,177,0,1.608288953,-0.000219,5738.927246,181487.4375,717.180664,1.063165,1.351841,1.891117,-0.000022,-0.000194,-0.000209,1000,7.2,0,0,-0.00359
12560,121,177,0,1.066472209,-0.00039,4365.508789,2707596.25,0.030986,9.999986,10.000004,10.000031,-0.000591,-0.000439,-0.000228,0.134,1,0,0,-0.001098
12561,120,178,0,0.789142085,0.000278,0.612284,16.721895,400.952057,4.470334,6.998267,9.999994,0.0009,0.001253,0.002253,309.112,7.3,0,0,0.004476
12562,119,178,0,1.294201127,0.000814,0.604755,32.737068,449.537781,3.721413,4.645824,5.313061,0.00112,0.001611,0.000998,0.395,5.8,0,0,0.008669
12563,118,178,0,0.887117952,-0.000038,6916.142578,542009.75,29.044018,0.237268,0.296215,0.378929,-0.000292,-0.000091,-0.00014,1000,3.5,0,0,-0.007692
12564,117,178,0,1.102454097,0.000596,4659.8125,102.536697,29.067774,0.283581,0.342787,0.422893,0.000336,0.000233,-0.000243,1000,2,0,0,0.016964
12565,116,178,0,1.593602222,0.006642,0.63626,71.934837,-307.807709,4.963913,5.159996,4.838227,0.009086,0.007056,0.002852,0.178,2.6,0,0,0.034184
12566,115,178,0,0.408455328,-0.000949,0.956419,15.612307,-1000.122803,8.12604,10.000015,10.000012,0.003906,0.001322,0.001253,0.193,1.3,0,0,0.003304
12567,114,178,0,0.507206075,0.038508,0.290009,90.520676,-558.022156,6.286904,6.950621,5.05694,0.027112,0.007213,0.001449,0.243,1.8,0,0,0.025942
12568,113,178,0,1.055994262,2.103545,0.305747,99.78476,234.361572,6.55656,6.536518,6.237739,4.115303,1.8989,0.005192,0.215,3.1,940.909973,3.17,7.26266
12569,112,178,0,0.954873331,2.111935,0.335477,99.784821,247.307953,6.552528,6.562718,6.2876,4.227104,1.887648,0.005403,0.255,3.1,941.659973,3.1,7.1908
12570,111,178,0,0.824420219,2.274554,0.28859,89.638458,277.696228,6.452091,6.515118,6.176515,4.333117,3.346527,0.006256,0.282,3.3,941.809998,2.65,12.841393
12571,110,178,0,1.138756471,2.023922,0.990896,99.94043,-581.851257,6.749671,5.375654,5.066713,4.048722,0.006001,0.002224,0.278,2.7,943.429993,3.11,0.027908
12572,109,178,0,0.595651872,2.175874,0.224479,78.463562,283.753967,6.47086,6.584372,6.204475,4.267331,3.725532,0.005854,0.247,3.4,942.849976,2.95,14.145359
12573,108,178,0,1.193137728,1.940122,0.996675,99.946899,-1598.71106,6.854754,5.505203,5.122093,3.977064,0.005452,0.002008,0.263,2.6,944.609985,3.1,0.024757
12574,107,178,0,0.457867266,1.826053,0.967297,99.827744,-265.648438,6.657879,6.541955,6.277553,3.416694,0.025023,0.003705,0.261,2.9,944.299988,2.69,0.095624
12575,106,178,0,0.977947714,-0.000179,5052.217773,55.062927,60.188873,0.123657,0.243995,0.473229,-0.000062,-0.000155,-0.000292,1000,6.4,0,0,-0.015871
12576,105,178,0,1.869684968,2.420415,0.050818,19.980438,302.184814,6.216609,6.834334,4.997767,4.312673,6.919024,0.004323,0.214,4.5,943.780029,2.65,25.309795
12577,104,178,0,1.539743456,2.147503,0.502032,99.759621,315.087311,6.459248,6.626032,6.316062,4.208637,1.857683,0.005368,0.21,3.3,944.469971,2.51,7.009033
12578,103,178,0,1.369060974,1.478823,0.973506,99.653458,409.07962,8.210172,8.780698,8.296691,2.500899,0.04634,0.006128,0.239,3.1,944.960022,1.57,0.131938
12579,102,178,0,0.357567031,2.354715,0.049258,39.092892,310.945557,6.16717,6.799532,4.89331,4.222082,6.742427,0.004608,91.975998,4.7,944.419983,2.69,24.790041
12580,101,178,0,1.450026296,2.459809,0.047396,30.135334,308.435699,6.292683,6.908204,4.979535,4.500218,6.59709,0.004593,0.221,4.3,944.880005,2.9,23.874115
12581,100,178,0,1.074809798,2.422061,0.05106,31.049917,306.839935,6.337378,6.947293,5.062774,4.461449,6.422999,0.0045,0.214,4.3,945.030029,2.99,23.113317
12582,99,178,0,0.428146082,2.427775,0.059798,36.364937,321.251923,6.221626,6.870427,6.11422,4.240064,6.372168,0.008149,0.233,4.5,945.099976,2.41,23.186945
12583,98,178,0,0.747412781,2.50381,0.048691,42.137589,312.291351,6.211534,6.846075,5.036464,4.464151,7.15461,0.004387,0.231,4.6,945.070007,2.41,26.126686
12584,97,178,0,0.674587305,2.472211,0.053392,21.893772,317.157166,6.223839,6.868826,4.84973,4.438145,7.039699,0.00448,0.205,4.5,945.380005,2.79,25.621914
12585,96,178,0,0.464710069,2.373167,0.050678,61.28373,330.849792,6.239413,6.906394,6.129358,4.328659,6.477377,0.008041,0.204,3.8,945.690002,2.52,23.447027
12586,95,178,0,0.301430048,2.53241,0.053188,34.114681,319.582306,6.127388,6.778222,4.986356,4.376164,7.412925,0.005074,0.207,4.8,945.409973,2.57,27.340963
12587,94,178,0,0.075937372,2.402642,0.056921,32.648571,321.688843,6.126911,6.78686,5.182346,4.246735,7.255124,0.005113,0.196,4.8,945.48999,2.79,26.724894
12588,93,178,0,0.646875463,2.472343,0.050514,30.03034,318.390411,6.294744,6.933806,5.171185,4.428502,6.7428,0.004534,0.174,4.4,945.820007,2.32,24.311321
12589,92,178,0,1.388980294,2.460923,0.056029,34.207615,323.053253,6.144614,6.804447,5.101945,4.324759,7.378001,0.005074,0.172,4.8,945.559998,2.34,27.107279
12590,91,178,0,1.142656337,2.463655,0.051529,41.4772,326.983276,6.227918,6.882097,4.831747,4.370543,7.052162,0.00371,0.228,4.6,945.940002,2.6,25.617781
12591,90,178,0,1.094716621,2.404891,0.052028,27.120562,321.186859,6.070392,6.725418,6.021737,4.179285,7.426203,3.674627,0.165,5,945.640015,2.15,27.604988
12592,89,178,0,1.347802685,2.428403,0.056667,30.634279,323.010376,6.136935,6.793552,4.994613,4.210746,7.341846,0.005555,0.198,4.8,945.76001,2.29,27.017698
12593,88,178,0,0.950786328,2.49894,0.054634,32.697746,325.53418,6.157496,6.818339,5.33251,4.371912,7.56434,0.006236,0.18,4.7,945.919983,2.36,27.73527
12594,87,178,0,1.969508138,1.504068,0.06492,30.016775,306.71701,6.136682,6.740714,5.880962,2.16036,4.003458,0.012333,0.177,4.3,946.150024,1.4,14.848048
12595,86,178,0,0.21196191,2.478263,0.054672,28.069599,329.264343,6.078296,6.74937,5.425769,4.289747,7.563437,0.006276,0.27,4.9,945.880005,2.21,28.015345
12596,85,178,0,0.769382661,2.266847,0.0543,28.26232,336.104462,6.198483,6.880682,6.112154,4.159351,6.773741,0.008522,0.217,4.5,946.080017,2.4,24.611444
12597,84,178,0,1.577958323,2.534264,0.054227,30.113468,329.793182,6.140601,6.813845,4.900875,4.409921,7.743095,0.004941,0.244,4.8,945.960022,2.72,28.409418
12598,83,178,0,0.758538178,-0.000211,7750.003906,166.097488,-0.016526,9.999993,10.000003,9.999981,-0.000052,-0.000351,-0.000371,0.223,1.1,0,0,-0.000878
12599,82,178,0,0.857850666,0.004522,0.058792,19.517527,379.74588,4.607135,5.375539,5.176837,0.012127,0.019745,0.006747,0.232,4,0,0,0.091828
12600,81,178,0,1.126727126,2.563978,0.053374,25.306076,325.461884,6.056449,6.727225,6.029671,4.433279,8.014639,4.258855,0.214,5.1,945.780029,2.24,29.784346
12601,80,178,0,1.052556246,2.553305,0.05371,27.517927,333.037384,6.111493,6.789319,6.038134,4.464985,7.90324,4.014112,0.234,4.9,945.900024,2.79,29.101742
12602,79,178,0,0.532994142,2.582057,0.060154,24.490038,329.758057,6.029661,6.700245,6.030014,4.437591,8.047076,4.489584,0.232,5.2,945.75,2.14,30.025307
12603,78,178,0,0.395557946,2.522108,0.053342,32.343056,332.284424,6.143001,6.819154,5.421045,4.411079,7.597959,0.006045,0.236,4.8,946.02002,2.49,27.855211
12604,77,178,0,1.184941162,2.56115,0.051827,30.426432,328.719513,6.135813,6.808474,6.024195,4.47407,7.801269,3.288417,0.194,4.9,946,2.75,28.645439
12605,76,178,0,0.144435554,2.592521,0.060185,30.13237,335.966583,6.141653,6.823242,4.982919,4.503015,7.74231,0.004358,0.215,4.8,946.049988,2.1,28.367416
12606,75,178,0,1.013586026,2.590555,0.057215,21.742449,331.817047,5.959261,6.635522,6.051239,4.388702,8.168045,5.272482,0.208,5.4,945.650024,2.1,30.773937
12607,74,178,0,1.300555719,2.674805,0.054188,22.998472,325.973145,6.009926,6.675996,6.031384,4.515611,8.330109,5.203988,0.256,5.3,945.73999,2.34,31.194252
12608,73,178,0,0.707900449,2.624758,0.05938,21.481722,326.563416,5.997424,6.669633,6.032067,4.461287,8.324953,5.324221,0.236,5.3,945.640015,2.05,31.204691
12609,72,178,0,1.185804573,2.58267,0.053846,22.563215,327.043182,6.015198,6.686614,6.039266,4.391699,8.126715,5.075843,0.231,5.3,945.789978,2.47,30.38427
12610,71,178,0,1.069351082,2.634679,0.056096,21.134836,328.70816,5.981942,6.651884,6.039515,4.460904,8.357846,5.501803,0.216,5.4,945.659973,2.42,31.411577
12611,70,178,0,1.022467239,2.670522,0.057254,21.61577,327.082947,5.961088,6.627678,6.04757,4.482335,8.363831,5.632744,0.235,5.5,945.710022,2.09,31.548872
12612,69,178,0,1.348298793,2.733001,0.056871,21.242451,336.055908,5.947859,6.633963,6.122439,4.573765,8.521053,5.251905,0.222,5.5,945.570007,2.17,32.111473
12613,68,178,0,1.82500829,2.590986,0.053673,21.516085,325.588409,5.927217,6.591072,6.048571,4.336924,8.08177,5.756347,0.22,5.6,945.400024,1.9,30.654232
12614,67,178,0,0.251304455,2.531576,0.058878,19.848898,328.291901,5.904955,6.57636,6.053303,4.232667,7.963391,5.742441,0.259,5.6,945.559998,2.4,30.272795
12615,66,178,0,1.044179471,2.700028,0.057379,20.523312,324.501831,5.951807,6.615852,6.050857,4.494342,8.472856,6.108908,0.205,5.5,945.380005,1.99,32.01725
12616,65,178,0,0.849356151,-0.000003,4316.458008,159.045731,0.022206,10.000005,9.999988,10.000034,-0.000022,-0.000233,-0.000018,0.221,0.9,0,0,-0.000583
12617,64,178,0,0.956048775,2.035714,0.073404,16.98284,343.202271,5.684972,6.371115,6.498416,3.006081,6.698855,0.011279,0.186,4.3,943.900024,1.34,26.286041
12618,63,178,0,1.213730573,2.678821,0.06568,18.626644,329.650635,5.927351,6.599342,6.047934,4.471985,8.566469,5.990152,0.252,4.6,945.400024,2.28,32.451981
12619,62,178,0,1.382042775,2.724919,0.06821,17.593998,327.521393,5.918126,6.588385,6.094225,4.502063,8.718134,6.167288,0.246,5,945.429993,1.67,33.081455
12620,61,178,0,0.86514044,2.682659,0.066783,16.578585,321.135742,5.793489,6.449427,6.058566,4.291994,8.531819,6.901572,0.268,5.3,945.27002,1.87,33.072006
12621,60,178,0,0.874290422,2.727756,0.060715,18.14192,322.431976,5.834836,6.494756,6.065252,4.442927,8.620238,6.663333,0.239,5.1,945.23999,1.65,33.18153
12622,59,178,0,0.733766849,2.752094,0.060215,16.467485,322.632355,5.839298,6.496727,6.071535,4.514482,8.816412,7.186694,0.235,5.2,945.150024,1.68,33.926357
12623,58,178,0,1.392475374,0.000536,3482.59668,121.543732,-0.038732,9.999984,10.000008,10.000001,-0.000003,0.00009,-0.000297,0.193,1.9,0,0,0.000226
12624,57,178,0,1.503683295,2.652045,0.061175,13.848084,305.709473,5.456013,6.074836,6.312922,4.295825,8.582057,0.018234,0.272,5.6,944.5,1.36,35.318058
12625,56,178,0,1.0491446,2.706477,0.05595,15.902099,318.554626,5.811059,6.460212,6.07714,4.485121,8.743542,7.640265,0.212,5.4,945,1.53,33.836124
12626,55,178,0,1.338952455,2.770845,0.05674,17.15637,319.15625,5.788216,6.439963,6.078611,4.542505,8.837385,7.485206,0.331,5.3,944.960022,1.52,34.30682
12627,54,178,0,0.998300567,2.724414,0.06018,16.163412,315.945618,5.769229,6.417983,6.075799,4.477596,8.743267,7.559557,0.213,5.4,944.919983,1.58,34.05769
12628,53,178,0,0.674835568,2.735502,0.060625,14.056302,315.976074,5.73723,6.383737,6.108171,4.435133,8.873384,8.011908,0.222,5.6,944.849976,1.46,34.749958
12629,52,178,0,1.022053522,2.559314,0.059761,13.812807,316.339142,5.688737,6.333237,6.084849,4.146578,8.25667,7.717893,0.219,5.5,944.880005,1.81,32.592613
12630,51,178,0,1.134449161,-0.000322,8436.712891,2359336.75,0.07953,9.999965,10.000018,9.999984,-0.0009,-0.000307,-0.000086,0.156,1.1,0,0,-0.000767
12631,50,178,0,1.060082689,2.77301,0.059734,7.904118,292.779602,5.374323,5.967181,6.162496,4.506914,9.53157,0.021128,0.221,5.9,944.719971,1.76,39.933304
12632,49,178,0,0.929660255,2.739987,0.058375,15.58372,318.073303,5.772986,6.424127,6.090134,4.494068,8.877088,7.732108,0.207,5.3,944.820007,1.49,34.545891
12633,48,178,0,1.642158091,2.779441,0.06083,15.470739,315.252563,5.770327,6.418315,6.089029,4.566824,8.950648,7.945713,0.196,5.4,944.690002,1.48,34.863701
12634,47,178,0,1.350906396,2.753986,0.057399,15.533898,317.212433,5.802362,6.452053,6.086556,4.51819,8.889232,7.680776,0.214,5.4,944.900024,1.48,34.443424
12635,46,178,0,1.008578368,0.000183,4757.914062,119.185371,-0.007746,9.999995,10.000002,10,-0.000263,-0.000165,0.000002,0.175,8.1,0,0,-0.000412
12636,45,178,0,0.651564658,2.778352,0.058336,12.555713,292.727448,5.379855,5.971768,6.262162,4.542755,9.264258,0.022796,0.256,6,944.109985,1.33,38.783566
12637,44,178,0,0.943328045,2.768214,0.058013,14.638368,313.492584,5.732894,6.374688,6.10821,4.551133,8.952252,8.269349,0.273,5.5,944.599976,1.41,35.108589
12638,43,178,0,1.430563329,2.749943,0.059107,14.923216,315.288727,5.750039,6.395667,6.113137,4.551104,8.953268,8.19518,0.242,5.6,944.659973,1.45,34.997398
12639,42,178,0,0.955760241,2.698844,0.062769,13.269145,313.413055,5.723088,6.367742,6.108294,4.44849,8.873733,8.153879,0.225,5.7,944.609985,1.47,34.838615
12640,41,178,0,0.359878599,2.686884,0.062051,12.417451,314.535767,5.707002,6.347657,6.11792,4.408391,8.890909,8.196249,0.205,5.8,944.539978,1.41,35.016502
12641,40,178,0,0.504542575,2.724303,0.055186,15.855755,318.010315,5.773258,6.422581,6.110213,4.481746,8.769191,7.567685,0.222,5.4,944.719971,1.45,34.134212
12642,39,178,0,1.002618593,2.7385,0.061856,14.12625,315.157043,5.720688,6.366155,6.134279,4.512236,8.947485,8.203151,0.217,5.6,944.700012,1.37,35.136925
12643,38,178,0,1.058697723,2.749519,0.058811,13.070091,313.797272,5.707466,6.349266,6.115182,4.462209,9.050388,8.348742,0.248,5.7,944.590027,1.44,35.635571
12644,37,178,0,0.818057004,2.696589,0.058041,14.150253,313.246246,5.714879,6.354643,6.118913,4.462263,8.834158,8.245869,0.227,5.7,944.5,1.38,34.754738
12645,36,178,0,1.430791569,0.000269,4561.711426,102.723412,-0.007746,10.000004,9.999958,10.00003,0.000144,-0.00014,-0.000175,0.198,5.7,0,0,-0.00035
12646,35,178,0,0.703378898,2.758543,0.057074,12.413076,291.907867,5.351364,5.941409,6.261969,4.491061,9.16421,0.024974,0.256,6.1,944.150024,1.35,38.560764
12647,34,178,0,0.93870719,2.679066,0.059343,11.750733,309.489716,5.676466,6.310101,6.131714,4.356083,8.889448,8.62244,0.233,5.9,944.359985,1.49,35.219116
12648,33,178,0,1.275991363,2.509392,0.056033,17.35111,353.600586,5.86778,6.587027,6.080266,4.254563,8.176752,1.127608,0.23,4.8,944.780029,2,31.033546
12649,32,178,0,0.648488261,2.64341,0.057348,12.453154,314.544037,5.709066,6.351515,6.132473,4.336644,8.741369,8.041112,0.218,5.7,944.419983,1.43,34.406628
12650,31,178,0,1.407313399,2.56674,0.073511,12.878886,324.950104,5.751523,6.415473,6.109727,4.216588,8.449537,6.586863,0.201,5.3,944.530029,1.6,32.926399
12651,31,179,0,1.063540916,2.586266,0.061672,15.890929,327.631378,5.797884,6.466983,6.107869,4.297472,8.371772,6.424799,0.204,5.1,944.679993,1.67,32.363518
12652,32,179,0,0.87890916,2.558785,0.05782,14.58317,329.618103,5.773683,6.443479,6.133884,4.253067,8.479036,6.181964,0.219,5.3,944.669983,1.68,32.897739
12653,33,179,0,1.028458953,0.000049,4267.407227,735759.875,-0.041831,9.999995,10.000006,9.999987,-0.000282,0.000027,-0.000042,0.172,0.5,0,0,0.000066
12654,34,179,0,1.055299673,2.681615,0.063968,7.002525,295.272919,5.358957,5.955793,6.251429,4.303285,9.27812,0.024194,0.265,6,944.359985,1.37,38.945782
12655,35,179,0,0.760131818,0.29878,0.728798,96.64859,247.518143,5.788414,6.265611,5.997077,0.365714,0.049239,0.020437,0.272,3.1,441.23999,511.339996,0.196466
12656,36,179,0,1.374736723,2.744626,0.063708,13.688229,310.949158,5.695112,6.332925,6.123932,4.496677,8.976376,8.316217,0.241,5.7,944.640015,1.41,35.435345
12657,37,179,0,0.450733562,2.698412,0.058935,13.923754,313.590179,5.72116,6.363849,6.123975,4.455646,8.804011,8.098124,0.244,5.7,944.630005,1.44,34.586033
12658,38,179,0,1.320081833,2.741432,0.061488,13.092162,315.508209,5.732447,6.374856,6.117443,4.473584,9.00017,8.121874,0.26,5.5,944.630005,1.42,35.295586
12659,39,179,0,0.155745637,2.752945,0.061141,14.838572,313.428009,5.733191,6.37825,6.120499,4.527049,8.915719,8.137914,0.217,5.7,944.559998,1.45,34.945789
12660,40,179,0,0.851089892,-0.000158,4806.964355,983465.6875,-0.050094,9.99995,9.999997,10.000008,-0.000434,-0.000233,-0.000121,0.19,5.2,0,0,-0.000583
12661,41,179,0,0.664719929,2.727356,0.063991,9.627344,293.833649,5.369289,5.964727,6.270906,4.436771,9.299884,0.023125,0.251,6,944.049988,1.29,38.978668
12662,42,179,0,1.483339548,2.706306,0.060045,14.550775,321.765259,5.74279,6.401392,6.195192,4.435403,8.707627,8.08434,0.266,5.7,944.549988,1.45,34.006771
12663,43,179,0,0.468481084,2.747258,0.063898,15.23413,315.012939,5.751877,6.397704,6.097567,4.533916,8.906484,7.961645,0.224,5.4,944.630005,1.49,34.803436
12664,44,179,0,1.101083394,2.772698,0.056682,16.287823,317.659637,5.784285,6.43247,6.086409,4.584071,8.850688,7.663181,0.242,5.4,944.789978,1.44,34.398479
12665,45,179,0,0.754856878,2.726475,0.058392,14.263582,311.434082,5.71205,6.349546,6.100708,4.513972,8.865094,8.330059,0.222,5.7,944.570007,1.45,34.904442
12666,46,179,0,1.049285421,2.680277,0.062791,13.42595,312.53717,5.720943,6.362823,6.091753,4.374575,8.765669,8.040302,0.214,5.5,944.630005,1.51,34.440952
12667,47,179,0,0.081033293,2.748942,0.057626,15.851611,318.133209,5.807045,6.456459,6.088797,4.492301,8.885877,7.483234,0.209,5.4,944.809998,1.51,34.406933
12668,48,179,0,1.289145086,2.728134,0.06092,14.999847,314.593079,5.753865,6.399109,6.089616,4.521065,8.84982,7.993876,0.196,5.5,944.799988,1.49,34.574421
